"Sampling Date 
(mm/dd/yyyy)",Time,Start Time,End Time,Treatment,Tank Number,Salinity Measurement 1,Salinity Measurement 2,Salinity Measurement 3,"Average 
automatically calculated",Collector Initials,Notes,Date Uploaded,Uploader Initials
11/26/2024,11am to 1pm,11:00,13:00,E,1,36,36,35,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,E,2,35,35,36,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,C,3,35,35,35,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,A,4,36,36,36,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,C,5,36,36,36,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,D,6,36,36,36,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,B,7,37,34,35,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,A,8,35,34,33,34,"SH, NCD",water was left off overnight after rotating plants,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,B,9,35,35,35,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,D,10,35,35,35,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,E,11,36,36,36,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,A,12,37,37,36,37,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,C,13,35,35,35,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,B,14,33,35,35,34,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,C,15,34,35,36,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,A,16,35,36,36,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,D,17,36,35,36,36,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,D,18,35,35,36,35,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,E,19,37,37,36,37,"SH, NCD",,12/07/2024,SH
11/26/2024,11am to 1pm,11:00,13:00,B,20,36,36,36,36,"SH, NCD",,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,C,1,36,36,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,A,2,36,35,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,D,3,35,35,36,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,E,4,37,36,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,D,5,36,36,35,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,B,6,36,36,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,A,7,35,36,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,D,8,36,30,36,34,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,B,9,36,36,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,E,10,35,36,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,C,11,36,37,35,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,E,12,36,37,37,37,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,E,13,37,37,37,37,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,C,14,35,36,36,36,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,A,15,35,35,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,B,16,34,35,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,D,17,35,36,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,A,18,35,35,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,B,19,34,35,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/03/2024,11:34am to 12:59pm,11:34,12:59,C,20,35,35,35,35,"ZG, SH",rain fell on this day,12/07/2024,SH
12/09/2024,11:12 am to 11:45 am,11:12,11:45,C,1,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,A,2,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,D,3,37,36,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,E,4,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,D,5,36,36,37,36,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,B,6,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,A,7,37,37,37,37,"AR, SH",watered before testing,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,D,8,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,B,9,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,E,10,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,C,11,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,E,12,36,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,E,13,36,36,36,36,"AR, SH",watered before testing,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,C,14,37,37,37,37,"AR, SH",watered before testing,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,A,15,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,B,16,37,38,38,38,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,D,17,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,A,18,38,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,B,19,37,37,37,37,"AR, SH",,1/17/2025,AR
12/09/2024,11:12 am to 11:45 am,11:12,11:45,C,20,37,37,37,37,"AR, SH",,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,C,1,37,36,36,36,TT,rainfall,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,A,2,37,37,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,D,3,36,37,36,36,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,E,4,38,37,36,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,D,5,37,36,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,B,6,37,37,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,A,7,37,36,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,D,8,36,36,37,36,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,B,9,37,36,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,E,10,37,38,38,38,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,C,11,38,37,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,E,12,37,36,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,E,13,38,36,36,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,C,14,36,35,35,35,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,A,15,36,36,36,36,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,B,16,36,36,36,36,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,D,17,36,36,36,36,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,A,18,37,37,37,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,B,19,37,37,36,37,TT,,1/17/2025,AR
12/18/2024,10:20am to 11:30am,10:20,11:30,C,20,36,36,37,36,TT,,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,C,1,37,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,A,2,37,37,37,37,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,D,3,37,37,36,37,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,E,4,36,37,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,D,5,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,B,6,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,A,7,35,35,36,35,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,D,8,35,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,B,9,37,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,E,10,36,37,37,37,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,C,11,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,E,12,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,E,13,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,C,14,36,36,37,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,A,15,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,B,16,36,36,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,D,17,36,35,36,36,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,A,18,36,37,38,37,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,B,19,38,36,37,37,"LR, HR",,1/17/2025,AR
12/26/2024,10:00am to 10:30am,10:00,10:30,C,20,38,38,38,38,"LR, HR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,C,1,37,36,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,A,2,36,37,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,D,3,36,37,38,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,E,4,37,37,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,D,5,37,38,38,38,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,B,6,38,36,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,A,7,35,36,36,36,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,D,8,36,36,36,36,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,B,9,36,38,36,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,E,10,37,37,36,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,C,11,37,36,36,36,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,E,12,37,36,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,E,13,36,36,36,36,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,C,14,36,36,37,36,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,A,15,38,35,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,B,16,37,38,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,D,17,38,37,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,A,18,38,38,38,38,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,B,19,37,36,37,37,"HR, AR",,1/17/2025,AR
12/30/2024,12:04pm to 12:23pm,12:04,12:23,C,20,37,37,38,37,"HR, AR",,1/17/2025,AR
01/08/2025,10:15,,,E,1,39,35,39,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,E,2,39,39,39,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,B,3,39,39,38,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,D,4,39,39,39,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,B,5,38,38,39,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,E,6,39,37,38,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,D,7,38,38,38,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,C,8,38,38,38,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,A,9,38,38,39,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,E,10,39,39,38,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,C,11,38,39,39,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,C,12,39,39,38,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,B,13,39,39,38,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,B,14,39,39,40,39,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,A,15,38,38,38,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,D,16,39,38,38,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,A,17,38,38,37,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,D,18,38,38,36,37,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,C,19,38,38,39,38,"MG, TT",,1/17/2025,AR
01/08/2025,10:15,,,A,20,38,38,38,38,"MG, TT",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,E,1,37,37,37,37,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,E,2,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,B,3,37,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,D,4,40,40,41,40,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,B,5,38,37,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,E,6,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,D,7,38,38,39,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,C,8,37,39,37,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,A,9,38,37,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,E,10,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,C,11,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,C,12,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,B,13,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,B,14,38,39,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,A,15,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,D,16,37,38,39,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,A,17,38,34,39,37,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,D,18,37,39,39,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,C,19,38,38,38,38,"AR, SH",,1/17/2025,AR
1/15/2025,10:25am to 10:50am,10:25,10:50,A,20,38,38,38,38,"AR, SH",,1/17/2025,AR
1/22/2025,10:05am to 10:42am,10:05,10:42,E,1,37,30,37,35,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,E,2,36,37,36,36,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,B,3,37,36,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,D,4,36,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,B,5,36,37,38,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,E,6,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,D,7,36,36,36,36,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,C,8,36,37,36,36,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,A,9,37,36,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,E,10,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,C,11,36,36,36,36,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,C,12,36,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,B,13,35,36,37,36,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,B,14,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,A,15,39,38,38,38,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,D,16,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,A,17,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,D,18,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,C,19,37,37,37,37,"SH, KR",,03/02/2025,SH
1/22/2025,10:05am to 10:42am,10:05,10:42,A,20,37,37,37,37,"SH, KR",,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,E,1,38,38,38,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,A,2,37,37,38,37,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,A,3,37,38,38,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,B,4,37,38,38,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,E,5,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,C,6,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,E,7,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,D,8,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,C,9,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,D,10,38,38,39,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,A,11,38,38,39,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,E,12,38,39,40,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,D,13,37,38,39,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,A,14,37,39,39,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,B,15,38,38,38,38,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,C,16,38,39,40,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,C,17,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,B,18,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,D,19,38,38,40,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
1/31/2025,10:18am to 10:55am,10:18,10:55,B,20,38,39,39,39,SH,RAINED NIGHT BEFORE,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,E,1,40,39,40,40,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,A,2,39,39,39,39,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,A,3,39,39,39,39,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,B,4,39,39,39,39,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,E,5,39,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,C,6,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,E,7,39,39,39,39,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,D,8,38,38,39,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,C,9,38,40,40,39,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,D,10,38,38,39,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,A,11,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,E,12,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,D,13,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,A,14,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,B,15,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,C,16,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,C,17,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,B,18,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,D,19,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/05/2025,7:50am to 8:45am,07:50,08:45,B,20,38,38,38,38,SH,COOL MORNING,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,E,1,40,39,39,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,A,2,39,39,40,39,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,A,3,40,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,B,4,40,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,E,5,40,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,C,6,39,40,40,40,JS,,03/02/2025,SH
02/12/2025,10:20am to 11:30am,10:20,11:30,E,7,39,40,40,40,JS,,03/02/2025,SH
